id,name,full_name,owner,description,language,topics,stargazers_count,forks_count,watchers_count,open_issues_count,created_at,updated_at,pushed_at,license,readme,languages_detail,fork,industry_code,industry_name,confidence,reasoning,owner_login
1145,repo_1145,dev_peru_164/repo_1145,{'login': 'dev_peru_164'},A R project for industry D.,R,"['r', 'peru']",28,10,28,8,2025-04-27T00:00:00Z,2026-05-22T00:00:00Z,2029-09-11T00:00:00Z,,"# Repo 1145
A demo project.",{'R': 37956},False,N,Administrative and support activities,low,Synthetic classification.,dev_peru_164
1146,repo_1146,dev_peru_164/repo_1146,{'login': 'dev_peru_164'},A PHP project for industry E.,PHP,"['php', 'peru']",31,10,31,6,2017-10-21T00:00:00Z,2024-07-09T00:00:00Z,2027-09-02T00:00:00Z,{'name': 'MIT'},"# Repo 1146
A demo project.",{'PHP': 20730},False,J,Information and communication,high,Synthetic classification.,dev_peru_164
1147,repo_1147,dev_peru_164/repo_1147,{'login': 'dev_peru_164'},A C++ project for industry U.,C++,"['c++', 'peru']",6,1,6,14,2021-02-13T00:00:00Z,2025-01-21T00:00:00Z,2027-03-20T00:00:00Z,{'name': 'MIT'},"# Repo 1147
A demo project.",{'C++': 29632},False,D,"Electricity, gas, steam supply",high,Synthetic classification.,dev_peru_164
1148,repo_1148,dev_peru_164/repo_1148,{'login': 'dev_peru_164'},A Dart project for industry K.,Dart,"['dart', 'peru']",21,4,21,16,2025-06-26T00:00:00Z,2030-09-07T00:00:00Z,2030-12-28T00:00:00Z,,"# Repo 1148
A demo project.",{'Dart': 24212},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_164
1149,repo_1149,dev_peru_164/repo_1149,{'login': 'dev_peru_164'},A R project for industry O.,R,"['r', 'peru']",20,7,20,0,2025-03-26T00:00:00Z,2029-04-08T00:00:00Z,2023-04-19T00:00:00Z,{'name': 'MIT'},"# Repo 1149
A demo project.",{'R': 28585},False,C,Manufacturing,high,Synthetic classification.,dev_peru_164
1150,repo_1150,dev_peru_164/repo_1150,{'login': 'dev_peru_164'},A Go project for industry H.,Go,"['go', 'peru']",65,23,65,18,2020-09-28T00:00:00Z,2027-03-09T00:00:00Z,2024-06-05T00:00:00Z,{'name': 'MIT'},"# Repo 1150
A demo project.",{'Go': 38065},False,J,Information and communication,high,Synthetic classification.,dev_peru_164
1151,repo_1151,dev_peru_164/repo_1151,{'login': 'dev_peru_164'},A Rust project for industry E.,Rust,"['rust', 'peru']",10,3,10,12,2022-07-07T00:00:00Z,2023-01-25T00:00:00Z,2028-03-10T00:00:00Z,{'name': 'MIT'},"# Repo 1151
A demo project.",{'Rust': 34948},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_164
1152,repo_1152,dev_peru_164/repo_1152,{'login': 'dev_peru_164'},A JavaScript project for industry U.,JavaScript,"['javascript', 'peru']",27,1,27,3,2018-09-27T00:00:00Z,2029-08-31T00:00:00Z,2024-02-03T00:00:00Z,{'name': 'MIT'},"# Repo 1152
A demo project.",{'JavaScript': 38056},False,P,Education,low,Synthetic classification.,dev_peru_164
1153,repo_1153,dev_peru_164/repo_1153,{'login': 'dev_peru_164'},A PHP project for industry D.,PHP,"['php', 'peru']",2,0,2,18,2022-07-25T00:00:00Z,2028-09-23T00:00:00Z,2031-04-17T00:00:00Z,{'name': 'MIT'},"# Repo 1153
A demo project.",{'PHP': 46978},False,G,Wholesale and retail trade,low,Synthetic classification.,dev_peru_164
1154,repo_1154,dev_peru_165/repo_1154,{'login': 'dev_peru_165'},A Dart project for industry P.,Dart,"['dart', 'peru']",2,0,2,4,2017-07-04T00:00:00Z,2033-01-14T00:00:00Z,2030-07-30T00:00:00Z,{'name': 'MIT'},"# Repo 1154
A demo project.",{'Dart': 11143},False,J,Information and communication,low,Synthetic classification.,dev_peru_165
1155,repo_1155,dev_peru_165/repo_1155,{'login': 'dev_peru_165'},A C++ project for industry A.,C++,"['c++', 'peru']",17,5,17,15,2021-12-29T00:00:00Z,2030-09-18T00:00:00Z,2025-04-02T00:00:00Z,,"# Repo 1155
A demo project.",{'C++': 1002},False,E,Water supply; sewerage,low,Synthetic classification.,dev_peru_165
1156,repo_1156,dev_peru_165/repo_1156,{'login': 'dev_peru_165'},A JavaScript project for industry H.,JavaScript,"['javascript', 'peru']",63,14,63,6,2016-02-29T00:00:00Z,2028-04-24T00:00:00Z,2023-04-11T00:00:00Z,{'name': 'MIT'},"# Repo 1156
A demo project.",{'JavaScript': 30085},False,M,"Professional, scientific activities",high,Synthetic classification.,dev_peru_165
1157,repo_1157,dev_peru_166/repo_1157,{'login': 'dev_peru_166'},A C++ project for industry F.,C++,"['c++', 'peru']",11,2,11,7,2024-06-09T00:00:00Z,2032-07-04T00:00:00Z,2029-02-17T00:00:00Z,,"# Repo 1157
A demo project.",{'C++': 41157},False,O,Public administration and defense,low,Synthetic classification.,dev_peru_166
1158,repo_1158,dev_peru_166/repo_1158,{'login': 'dev_peru_166'},A Go project for industry E.,Go,"['go', 'peru']",15,1,15,20,2015-03-30T00:00:00Z,2025-01-26T00:00:00Z,2024-08-03T00:00:00Z,{'name': 'MIT'},"# Repo 1158
A demo project.",{'Go': 44087},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_166
1159,repo_1159,dev_peru_167/repo_1159,{'login': 'dev_peru_167'},A C# project for industry G.,C#,"['c#', 'peru']",22,6,22,15,2020-05-21T00:00:00Z,2026-04-02T00:00:00Z,2026-03-31T00:00:00Z,{'name': 'MIT'},"# Repo 1159
A demo project.",{'C#': 39585},False,P,Education,medium,Synthetic classification.,dev_peru_167
1160,repo_1160,dev_peru_167/repo_1160,{'login': 'dev_peru_167'},A Ruby project for industry M.,Ruby,"['ruby', 'peru']",32,4,32,3,2020-03-15T00:00:00Z,2027-09-04T00:00:00Z,2032-02-15T00:00:00Z,,"# Repo 1160
A demo project.",{'Ruby': 2833},False,J,Information and communication,medium,Synthetic classification.,dev_peru_167
1161,repo_1161,dev_peru_167/repo_1161,{'login': 'dev_peru_167'},A JavaScript project for industry A.,JavaScript,"['javascript', 'peru']",42,10,42,18,2018-05-25T00:00:00Z,2023-05-20T00:00:00Z,2030-03-27T00:00:00Z,{'name': 'MIT'},"# Repo 1161
A demo project.",{'JavaScript': 44069},False,T,Activities of households,medium,Synthetic classification.,dev_peru_167
1162,repo_1162,dev_peru_167/repo_1162,{'login': 'dev_peru_167'},A Python project for industry L.,Python,"['python', 'peru']",8,2,8,4,2020-03-31T00:00:00Z,2032-11-23T00:00:00Z,2031-02-09T00:00:00Z,,"# Repo 1162
A demo project.",{'Python': 1597},False,F,Construction,medium,Synthetic classification.,dev_peru_167
1163,repo_1163,dev_peru_167/repo_1163,{'login': 'dev_peru_167'},A Dart project for industry Q.,Dart,"['dart', 'peru']",4,1,4,6,2018-11-29T00:00:00Z,2033-02-13T00:00:00Z,2030-12-02T00:00:00Z,{'name': 'MIT'},"# Repo 1163
A demo project.",{'Dart': 34622},False,C,Manufacturing,high,Synthetic classification.,dev_peru_167
1164,repo_1164,dev_peru_167/repo_1164,{'login': 'dev_peru_167'},A Ruby project for industry U.,Ruby,"['ruby', 'peru']",17,1,17,18,2018-10-21T00:00:00Z,2028-02-26T00:00:00Z,2031-01-08T00:00:00Z,{'name': 'MIT'},"# Repo 1164
A demo project.",{'Ruby': 10177},False,I,Accommodation and food services,low,Synthetic classification.,dev_peru_167
1165,repo_1165,dev_peru_167/repo_1165,{'login': 'dev_peru_167'},A C++ project for industry C.,C++,"['c++', 'peru']",49,18,49,20,2020-06-04T00:00:00Z,2027-03-23T00:00:00Z,2033-10-17T00:00:00Z,,"# Repo 1165
A demo project.",{'C++': 44186},False,F,Construction,low,Synthetic classification.,dev_peru_167
1166,repo_1166,dev_peru_167/repo_1166,{'login': 'dev_peru_167'},A C# project for industry Q.,C#,"['c#', 'peru']",5,1,5,8,2016-06-14T00:00:00Z,2030-10-29T00:00:00Z,2026-08-20T00:00:00Z,{'name': 'MIT'},"# Repo 1166
A demo project.",{'C#': 39058},False,L,Real estate activities,low,Synthetic classification.,dev_peru_167
1167,repo_1167,dev_peru_167/repo_1167,{'login': 'dev_peru_167'},A Go project for industry C.,Go,"['go', 'peru']",23,7,23,1,2015-05-01T00:00:00Z,2032-07-21T00:00:00Z,2031-03-21T00:00:00Z,,"# Repo 1167
A demo project.",{'Go': 7326},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_167
1168,repo_1168,dev_peru_168/repo_1168,{'login': 'dev_peru_168'},A Kotlin project for industry H.,Kotlin,"['kotlin', 'peru']",4,0,4,7,2016-03-07T00:00:00Z,2033-02-02T00:00:00Z,2032-11-16T00:00:00Z,,"# Repo 1168
A demo project.",{'Kotlin': 26171},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_168
1169,repo_1169,dev_peru_168/repo_1169,{'login': 'dev_peru_168'},A Python project for industry D.,Python,"['python', 'peru']",21,5,21,1,2024-06-30T00:00:00Z,2031-05-30T00:00:00Z,2023-10-26T00:00:00Z,,"# Repo 1169
A demo project.",{'Python': 25531},False,T,Activities of households,low,Synthetic classification.,dev_peru_168
1170,repo_1170,dev_peru_168/repo_1170,{'login': 'dev_peru_168'},A Swift project for industry F.,Swift,"['swift', 'peru']",0,0,0,10,2016-03-16T00:00:00Z,2030-11-01T00:00:00Z,2028-01-16T00:00:00Z,,"# Repo 1170
A demo project.",{'Swift': 42772},False,S,Other service activities,low,Synthetic classification.,dev_peru_168
1171,repo_1171,dev_peru_168/repo_1171,{'login': 'dev_peru_168'},A Java project for industry P.,Java,"['java', 'peru']",5,0,5,14,2022-08-12T00:00:00Z,2026-03-17T00:00:00Z,2025-07-12T00:00:00Z,,"# Repo 1171
A demo project.",{'Java': 11622},False,N,Administrative and support activities,low,Synthetic classification.,dev_peru_168
1172,repo_1172,dev_peru_168/repo_1172,{'login': 'dev_peru_168'},A Rust project for industry C.,Rust,"['rust', 'peru']",9,2,9,18,2015-04-10T00:00:00Z,2030-01-20T00:00:00Z,2033-10-06T00:00:00Z,{'name': 'MIT'},"# Repo 1172
A demo project.",{'Rust': 14339},False,B,Mining and quarrying,high,Synthetic classification.,dev_peru_168
1173,repo_1173,dev_peru_168/repo_1173,{'login': 'dev_peru_168'},A Python project for industry N.,Python,"['python', 'peru']",46,8,46,18,2021-02-16T00:00:00Z,2032-09-10T00:00:00Z,2023-10-22T00:00:00Z,,"# Repo 1173
A demo project.",{'Python': 45719},False,U,Extraterritorial organizations,low,Synthetic classification.,dev_peru_168
1174,repo_1174,dev_peru_168/repo_1174,{'login': 'dev_peru_168'},A Kotlin project for industry G.,Kotlin,"['kotlin', 'peru']",7,0,7,18,2024-04-12T00:00:00Z,2028-04-24T00:00:00Z,2028-08-13T00:00:00Z,,"# Repo 1174
A demo project.",{'Kotlin': 41532},False,R,"Arts, entertainment and recreation",high,Synthetic classification.,dev_peru_168
1175,repo_1175,dev_peru_168/repo_1175,{'login': 'dev_peru_168'},A Rust project for industry N.,Rust,"['rust', 'peru']",17,1,17,20,2019-03-21T00:00:00Z,2032-10-19T00:00:00Z,2023-10-18T00:00:00Z,{'name': 'MIT'},"# Repo 1175
A demo project.",{'Rust': 9335},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_168
1176,repo_1176,dev_peru_168/repo_1176,{'login': 'dev_peru_168'},A JavaScript project for industry H.,JavaScript,"['javascript', 'peru']",10,0,10,1,2021-09-29T00:00:00Z,2029-01-23T00:00:00Z,2026-09-17T00:00:00Z,,"# Repo 1176
A demo project.",{'JavaScript': 19998},False,I,Accommodation and food services,medium,Synthetic classification.,dev_peru_168
1177,repo_1177,dev_peru_168/repo_1177,{'login': 'dev_peru_168'},A C# project for industry F.,C#,"['c#', 'peru']",4,0,4,9,2015-11-03T00:00:00Z,2028-12-28T00:00:00Z,2029-06-14T00:00:00Z,,"# Repo 1177
A demo project.",{'C#': 34931},False,T,Activities of households,low,Synthetic classification.,dev_peru_168
1178,repo_1178,dev_peru_168/repo_1178,{'login': 'dev_peru_168'},A C++ project for industry B.,C++,"['c++', 'peru']",15,2,15,17,2022-10-28T00:00:00Z,2032-12-31T00:00:00Z,2024-03-30T00:00:00Z,{'name': 'MIT'},"# Repo 1178
A demo project.",{'C++': 18239},False,U,Extraterritorial organizations,high,Synthetic classification.,dev_peru_168
1179,repo_1179,dev_peru_169/repo_1179,{'login': 'dev_peru_169'},A PHP project for industry G.,PHP,"['php', 'peru']",2,0,2,10,2024-12-16T00:00:00Z,2031-07-30T00:00:00Z,2023-09-01T00:00:00Z,,"# Repo 1179
A demo project.",{'PHP': 36853},False,K,Financial and insurance activities,low,Synthetic classification.,dev_peru_169
1180,repo_1180,dev_peru_170/repo_1180,{'login': 'dev_peru_170'},A Java project for industry S.,Java,"['java', 'peru']",3,0,3,19,2022-11-19T00:00:00Z,2032-05-13T00:00:00Z,2031-08-02T00:00:00Z,{'name': 'MIT'},"# Repo 1180
A demo project.",{'Java': 23665},False,C,Manufacturing,medium,Synthetic classification.,dev_peru_170
1181,repo_1181,dev_peru_171/repo_1181,{'login': 'dev_peru_171'},A C# project for industry C.,C#,"['c#', 'peru']",0,0,0,17,2020-05-15T00:00:00Z,2033-08-13T00:00:00Z,2024-06-14T00:00:00Z,,"# Repo 1181
A demo project.",{'C#': 3735},False,D,"Electricity, gas, steam supply",high,Synthetic classification.,dev_peru_171
1182,repo_1182,dev_peru_171/repo_1182,{'login': 'dev_peru_171'},A Kotlin project for industry U.,Kotlin,"['kotlin', 'peru']",3,0,3,11,2019-11-03T00:00:00Z,2028-05-10T00:00:00Z,2026-05-27T00:00:00Z,{'name': 'MIT'},"# Repo 1182
A demo project.",{'Kotlin': 15926},False,A,"Agriculture, forestry and fishing",high,Synthetic classification.,dev_peru_171
1183,repo_1183,dev_peru_171/repo_1183,{'login': 'dev_peru_171'},A Python project for industry G.,Python,"['python', 'peru']",62,19,62,17,2021-10-26T00:00:00Z,2032-08-24T00:00:00Z,2027-04-03T00:00:00Z,{'name': 'MIT'},"# Repo 1183
A demo project.",{'Python': 49360},False,A,"Agriculture, forestry and fishing",low,Synthetic classification.,dev_peru_171
1184,repo_1184,dev_peru_171/repo_1184,{'login': 'dev_peru_171'},A Kotlin project for industry M.,Kotlin,"['kotlin', 'peru']",11,0,11,4,2019-10-27T00:00:00Z,2030-11-12T00:00:00Z,2027-10-15T00:00:00Z,{'name': 'MIT'},"# Repo 1184
A demo project.",{'Kotlin': 8574},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_171
1185,repo_1185,dev_peru_171/repo_1185,{'login': 'dev_peru_171'},A Go project for industry L.,Go,"['go', 'peru']",56,22,56,11,2017-03-04T00:00:00Z,2026-11-06T00:00:00Z,2027-11-24T00:00:00Z,{'name': 'MIT'},"# Repo 1185
A demo project.",{'Go': 16608},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_171
1186,repo_1186,dev_peru_171/repo_1186,{'login': 'dev_peru_171'},A Go project for industry N.,Go,"['go', 'peru']",8,0,8,17,2021-05-15T00:00:00Z,2023-07-07T00:00:00Z,2031-12-29T00:00:00Z,,"# Repo 1186
A demo project.",{'Go': 48174},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_171
1187,repo_1187,dev_peru_171/repo_1187,{'login': 'dev_peru_171'},A JavaScript project for industry O.,JavaScript,"['javascript', 'peru']",7,0,7,5,2018-03-03T00:00:00Z,2023-06-29T00:00:00Z,2026-07-10T00:00:00Z,,"# Repo 1187
A demo project.",{'JavaScript': 43939},False,H,Transportation and storage,medium,Synthetic classification.,dev_peru_171
1188,repo_1188,dev_peru_171/repo_1188,{'login': 'dev_peru_171'},A TypeScript project for industry P.,TypeScript,"['typescript', 'peru']",17,4,17,3,2022-05-13T00:00:00Z,2023-11-11T00:00:00Z,2023-11-09T00:00:00Z,,"# Repo 1188
A demo project.",{'TypeScript': 36628},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_171
1189,repo_1189,dev_peru_171/repo_1189,{'login': 'dev_peru_171'},A C# project for industry L.,C#,"['c#', 'peru']",8,2,8,7,2019-12-22T00:00:00Z,2030-12-30T00:00:00Z,2026-05-24T00:00:00Z,{'name': 'MIT'},"# Repo 1189
A demo project.",{'C#': 37136},False,J,Information and communication,low,Synthetic classification.,dev_peru_171
1190,repo_1190,dev_peru_171/repo_1190,{'login': 'dev_peru_171'},A Java project for industry I.,Java,"['java', 'peru']",30,7,30,10,2022-10-29T00:00:00Z,2029-01-26T00:00:00Z,2028-08-24T00:00:00Z,,"# Repo 1190
A demo project.",{'Java': 23717},False,N,Administrative and support activities,low,Synthetic classification.,dev_peru_171
1191,repo_1191,dev_peru_172/repo_1191,{'login': 'dev_peru_172'},A Kotlin project for industry G.,Kotlin,"['kotlin', 'peru']",7,1,7,4,2024-06-08T00:00:00Z,2033-12-11T00:00:00Z,2028-11-03T00:00:00Z,,"# Repo 1191
A demo project.",{'Kotlin': 49621},False,R,"Arts, entertainment and recreation",high,Synthetic classification.,dev_peru_172
1192,repo_1192,dev_peru_172/repo_1192,{'login': 'dev_peru_172'},A JavaScript project for industry E.,JavaScript,"['javascript', 'peru']",8,1,8,1,2017-08-20T00:00:00Z,2030-10-31T00:00:00Z,2027-12-09T00:00:00Z,{'name': 'MIT'},"# Repo 1192
A demo project.",{'JavaScript': 30737},False,D,"Electricity, gas, steam supply",high,Synthetic classification.,dev_peru_172
1193,repo_1193,dev_peru_172/repo_1193,{'login': 'dev_peru_172'},A Kotlin project for industry I.,Kotlin,"['kotlin', 'peru']",8,2,8,8,2021-08-06T00:00:00Z,2027-04-23T00:00:00Z,2026-05-15T00:00:00Z,{'name': 'MIT'},"# Repo 1193
A demo project.",{'Kotlin': 6537},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_172
1194,repo_1194,dev_peru_172/repo_1194,{'login': 'dev_peru_172'},A Swift project for industry P.,Swift,"['swift', 'peru']",9,2,9,0,2024-09-03T00:00:00Z,2027-04-17T00:00:00Z,2027-04-25T00:00:00Z,,"# Repo 1194
A demo project.",{'Swift': 15709},False,G,Wholesale and retail trade,medium,Synthetic classification.,dev_peru_172
1195,repo_1195,dev_peru_172/repo_1195,{'login': 'dev_peru_172'},A TypeScript project for industry R.,TypeScript,"['typescript', 'peru']",7,1,7,1,2022-05-29T00:00:00Z,2026-06-03T00:00:00Z,2023-05-09T00:00:00Z,{'name': 'MIT'},"# Repo 1195
A demo project.",{'TypeScript': 23793},False,A,"Agriculture, forestry and fishing",low,Synthetic classification.,dev_peru_172
1196,repo_1196,dev_peru_172/repo_1196,{'login': 'dev_peru_172'},A Rust project for industry I.,Rust,"['rust', 'peru']",15,5,15,18,2017-06-05T00:00:00Z,2031-06-29T00:00:00Z,2023-04-23T00:00:00Z,,"# Repo 1196
A demo project.",{'Rust': 41732},False,N,Administrative and support activities,medium,Synthetic classification.,dev_peru_172
1197,repo_1197,dev_peru_172/repo_1197,{'login': 'dev_peru_172'},A Rust project for industry B.,Rust,"['rust', 'peru']",3,0,3,3,2021-03-16T00:00:00Z,2027-05-09T00:00:00Z,2033-09-06T00:00:00Z,{'name': 'MIT'},"# Repo 1197
A demo project.",{'Rust': 45431},False,J,Information and communication,low,Synthetic classification.,dev_peru_172
1198,repo_1198,dev_peru_172/repo_1198,{'login': 'dev_peru_172'},A Kotlin project for industry S.,Kotlin,"['kotlin', 'peru']",33,6,33,16,2017-12-01T00:00:00Z,2024-10-27T00:00:00Z,2033-10-08T00:00:00Z,,"# Repo 1198
A demo project.",{'Kotlin': 49865},False,H,Transportation and storage,high,Synthetic classification.,dev_peru_172
1199,repo_1199,dev_peru_172/repo_1199,{'login': 'dev_peru_172'},A Python project for industry I.,Python,"['python', 'peru']",2,0,2,2,2017-10-20T00:00:00Z,2031-08-26T00:00:00Z,2029-02-01T00:00:00Z,,"# Repo 1199
A demo project.",{'Python': 38426},False,M,"Professional, scientific activities",high,Synthetic classification.,dev_peru_172
1200,repo_1200,dev_peru_172/repo_1200,{'login': 'dev_peru_172'},A Go project for industry I.,Go,"['go', 'peru']",5,0,5,8,2023-10-10T00:00:00Z,2030-04-28T00:00:00Z,2032-02-01T00:00:00Z,{'name': 'MIT'},"# Repo 1200
A demo project.",{'Go': 1808},False,D,"Electricity, gas, steam supply",medium,Synthetic classification.,dev_peru_172
1201,repo_1201,dev_peru_173/repo_1201,{'login': 'dev_peru_173'},A Ruby project for industry I.,Ruby,"['ruby', 'peru']",15,2,15,5,2019-12-23T00:00:00Z,2028-03-10T00:00:00Z,2023-03-12T00:00:00Z,,"# Repo 1201
A demo project.",{'Ruby': 31568},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_173
1202,repo_1202,dev_peru_173/repo_1202,{'login': 'dev_peru_173'},A Kotlin project for industry R.,Kotlin,"['kotlin', 'peru']",43,11,43,6,2019-08-01T00:00:00Z,2023-08-28T00:00:00Z,2029-07-01T00:00:00Z,{'name': 'MIT'},"# Repo 1202
A demo project.",{'Kotlin': 19117},False,T,Activities of households,low,Synthetic classification.,dev_peru_173
1203,repo_1203,dev_peru_173/repo_1203,{'login': 'dev_peru_173'},A PHP project for industry O.,PHP,"['php', 'peru']",3,1,3,5,2017-11-22T00:00:00Z,2031-08-04T00:00:00Z,2031-10-28T00:00:00Z,,"# Repo 1203
A demo project.",{'PHP': 33435},False,E,Water supply; sewerage,high,Synthetic classification.,dev_peru_173
1204,repo_1204,dev_peru_173/repo_1204,{'login': 'dev_peru_173'},A Ruby project for industry T.,Ruby,"['ruby', 'peru']",20,2,20,20,2015-07-23T00:00:00Z,2025-08-11T00:00:00Z,2024-04-13T00:00:00Z,{'name': 'MIT'},"# Repo 1204
A demo project.",{'Ruby': 13075},False,Q,Human health and social work,medium,Synthetic classification.,dev_peru_173
1205,repo_1205,dev_peru_173/repo_1205,{'login': 'dev_peru_173'},A Go project for industry R.,Go,"['go', 'peru']",1,0,1,7,2015-09-07T00:00:00Z,2033-09-03T00:00:00Z,2031-01-05T00:00:00Z,{'name': 'MIT'},"# Repo 1205
A demo project.",{'Go': 17871},False,A,"Agriculture, forestry and fishing",low,Synthetic classification.,dev_peru_173
1206,repo_1206,dev_peru_173/repo_1206,{'login': 'dev_peru_173'},A Swift project for industry L.,Swift,"['swift', 'peru']",10,3,10,17,2023-01-21T00:00:00Z,2023-07-03T00:00:00Z,2029-09-25T00:00:00Z,,"# Repo 1206
A demo project.",{'Swift': 8154},False,C,Manufacturing,low,Synthetic classification.,dev_peru_173
1207,repo_1207,dev_peru_173/repo_1207,{'login': 'dev_peru_173'},A Kotlin project for industry C.,Kotlin,"['kotlin', 'peru']",17,1,17,7,2017-04-15T00:00:00Z,2026-08-27T00:00:00Z,2029-05-25T00:00:00Z,,"# Repo 1207
A demo project.",{'Kotlin': 45631},False,N,Administrative and support activities,high,Synthetic classification.,dev_peru_173
1208,repo_1208,dev_peru_173/repo_1208,{'login': 'dev_peru_173'},A Ruby project for industry J.,Ruby,"['ruby', 'peru']",6,1,6,4,2015-04-12T00:00:00Z,2026-08-30T00:00:00Z,2029-10-22T00:00:00Z,{'name': 'MIT'},"# Repo 1208
A demo project.",{'Ruby': 22953},False,N,Administrative and support activities,low,Synthetic classification.,dev_peru_173
1209,repo_1209,dev_peru_173/repo_1209,{'login': 'dev_peru_173'},A PHP project for industry J.,PHP,"['php', 'peru']",38,8,38,19,2015-05-08T00:00:00Z,2024-10-18T00:00:00Z,2027-02-17T00:00:00Z,,"# Repo 1209
A demo project.",{'PHP': 10834},False,S,Other service activities,high,Synthetic classification.,dev_peru_173
1210,repo_1210,dev_peru_173/repo_1210,{'login': 'dev_peru_173'},A JavaScript project for industry K.,JavaScript,"['javascript', 'peru']",14,3,14,16,2023-01-10T00:00:00Z,2031-10-04T00:00:00Z,2031-04-28T00:00:00Z,{'name': 'MIT'},"# Repo 1210
A demo project.",{'JavaScript': 39108},False,L,Real estate activities,high,Synthetic classification.,dev_peru_173
1211,repo_1211,dev_peru_174/repo_1211,{'login': 'dev_peru_174'},A Swift project for industry E.,Swift,"['swift', 'peru']",26,6,26,12,2023-07-21T00:00:00Z,2030-04-13T00:00:00Z,2023-11-18T00:00:00Z,{'name': 'MIT'},"# Repo 1211
A demo project.",{'Swift': 15718},False,S,Other service activities,low,Synthetic classification.,dev_peru_174
1212,repo_1212,dev_peru_174/repo_1212,{'login': 'dev_peru_174'},A Go project for industry N.,Go,"['go', 'peru']",6,1,6,17,2023-03-22T00:00:00Z,2024-05-11T00:00:00Z,2032-07-03T00:00:00Z,{'name': 'MIT'},"# Repo 1212
A demo project.",{'Go': 4370},False,T,Activities of households,medium,Synthetic classification.,dev_peru_174
1213,repo_1213,dev_peru_174/repo_1213,{'login': 'dev_peru_174'},A Ruby project for industry O.,Ruby,"['ruby', 'peru']",5,1,5,10,2018-01-07T00:00:00Z,2025-03-09T00:00:00Z,2032-05-17T00:00:00Z,{'name': 'MIT'},"# Repo 1213
A demo project.",{'Ruby': 16992},False,K,Financial and insurance activities,high,Synthetic classification.,dev_peru_174
1214,repo_1214,dev_peru_174/repo_1214,{'login': 'dev_peru_174'},A Rust project for industry L.,Rust,"['rust', 'peru']",34,10,34,7,2020-02-11T00:00:00Z,2026-07-13T00:00:00Z,2031-05-23T00:00:00Z,{'name': 'MIT'},"# Repo 1214
A demo project.",{'Rust': 46421},False,H,Transportation and storage,medium,Synthetic classification.,dev_peru_174
1215,repo_1215,dev_peru_174/repo_1215,{'login': 'dev_peru_174'},A C# project for industry N.,C#,"['c#', 'peru']",28,10,28,11,2015-11-23T00:00:00Z,2026-12-12T00:00:00Z,2029-04-14T00:00:00Z,{'name': 'MIT'},"# Repo 1215
A demo project.",{'C#': 24743},False,U,Extraterritorial organizations,medium,Synthetic classification.,dev_peru_174
1216,repo_1216,dev_peru_174/repo_1216,{'login': 'dev_peru_174'},A Go project for industry N.,Go,"['go', 'peru']",12,1,12,7,2021-05-21T00:00:00Z,2032-04-13T00:00:00Z,2032-04-09T00:00:00Z,{'name': 'MIT'},"# Repo 1216
A demo project.",{'Go': 36233},False,H,Transportation and storage,medium,Synthetic classification.,dev_peru_174
1217,repo_1217,dev_peru_174/repo_1217,{'login': 'dev_peru_174'},A Ruby project for industry E.,Ruby,"['ruby', 'peru']",20,5,20,19,2017-12-02T00:00:00Z,2031-12-04T00:00:00Z,2026-03-21T00:00:00Z,,"# Repo 1217
A demo project.",{'Ruby': 8730},False,C,Manufacturing,medium,Synthetic classification.,dev_peru_174
1218,repo_1218,dev_peru_175/repo_1218,{'login': 'dev_peru_175'},A Dart project for industry S.,Dart,"['dart', 'peru']",3,1,3,15,2022-02-04T00:00:00Z,2032-11-19T00:00:00Z,2031-08-31T00:00:00Z,,"# Repo 1218
A demo project.",{'Dart': 12790},False,O,Public administration and defense,high,Synthetic classification.,dev_peru_175
1219,repo_1219,dev_peru_175/repo_1219,{'login': 'dev_peru_175'},A TypeScript project for industry I.,TypeScript,"['typescript', 'peru']",6,0,6,17,2022-12-23T00:00:00Z,2033-06-06T00:00:00Z,2028-04-08T00:00:00Z,{'name': 'MIT'},"# Repo 1219
A demo project.",{'TypeScript': 9283},False,B,Mining and quarrying,medium,Synthetic classification.,dev_peru_175
1220,repo_1220,dev_peru_175/repo_1220,{'login': 'dev_peru_175'},A Python project for industry C.,Python,"['python', 'peru']",27,7,27,4,2020-10-10T00:00:00Z,2032-09-20T00:00:00Z,2028-12-08T00:00:00Z,{'name': 'MIT'},"# Repo 1220
A demo project.",{'Python': 28679},False,L,Real estate activities,high,Synthetic classification.,dev_peru_175
